Index,star_name,galaxy_name,size,color,distance_from_earth,likelihood_of_life,num_surr_planets,type_of_star,p_life
49506,Qewi cawi,Dafe vuce,40.58485955793573,#E89698,10205233746.34521,61.402622,19,Giant,61
49511,Jege bipo,Ziba raxa,30.541067813948093,#CEB5D8,7617023436.59728,22.50534,2,Supergiant,22
49514,Hubo vonu,Cigi dego,44.468057601992875,#652657,3445870606.668924,58.787094,8,White Dwarf,58
49517,Ciso towu,Muko luva,32.634669899865,#771CD4,2001061688.60787,62.217888,19,Red Dwarf,62
49519,Gifu cutu,Geme tuja,42.92793673740578,#FABDFD,12156088984.3502,9.790945,6,White Dwarf,9
49522,Sifu daje,Hura pejo,11.17741478458101,#270820,7175849202.3235035,53.49172,14,Supergiant,53
49523,Lila wile,Rose senu,0.7301873001885558,#74388A,8882964252.920933,99.22936,15,Red Dwarf,99
49525,Hunu zixa,Seya posu,49.80439904214503,#2A587B,813055.5034242087,38.35759,5,Main Sequence,38
49533,Lobo zibi,Ligu lala,17.820808706300642,#E3CAB0,2225630068.444739,97.47954,4,Giant,97
49535,Reke noqu,Nohe vumi,17.08900390918609,#628113,749060042.7569546,75.711365,6,Giant,75
49543,Yexo boku,Mogu beyo,47.215555762984245,#C598DA,5659524768.420544,32.42147,15,Supergiant,32
49544,Kori yiha,Miba fipa,23.72481661511543,#06304F,1229354945.4695067,79.54759,5,Red Dwarf,79
49548,Nuyu xada,Fewa zeqi,5.35542797050188,#0B0D73,10506493332.34961,99.593094,8,Neutron,99
49549,Tavi duka,Puso luro,1.709752200447944,#DC0DC9,3190186111.2802963,35.379837,6,Giant,35
49557,Qiyi joma,Bisi xuja,23.034832632321887,#6818DD,1791890947.430512,24.868425,19,Red Dwarf,24
49560,Yopi sifi,Luqo yimo,12.80827404782124,#4CD0CF,8838439442.318682,51.334385,5,Neutron,51
49571,Jeju sefo,Nawe kuwe,14.604888370180825,#5ED017,1580326247.6811936,28.780977,2,Neutron,28
49577,Fuke xigi,Lepu tace,26.41426616787319,#AD4DFE,9192001175.107597,63.20337,19,Supergiant,63
49580,Bevo saci,Xofa finu,25.036315506114793,#5610F2,3929723204.667682,1.0793694,12,White Dwarf,1
49587,Joqa sita,Vede fira,13.218899256064683,#F3275B,8837284260.78834,73.90034,14,White Dwarf,73
49589,Bipa dazi,Tosu xixu,31.639003886632242,#01D972,6408828484.496651,41.87544,6,Main Sequence,41
49591,Zimi zojo,Faye xiga,48.55950653602039,#80B8BC,6730321909.339872,99.13489,16,Main Sequence,99
49596,Hutu kove,Meja tuzu,29.239418704721295,#9AB481,10930524488.296825,99.889114,3,Red Dwarf,99
49601,Zamu nacu,Xaqa fisa,49.75960157478235,#DF3D61,4321530311.592089,31.748062,0,Main Sequence,31
49604,Muju luva,Xubi kobe,45.80548977802775,#16B5C4,6241706671.348804,88.09613,3,Supergiant,88
49609,Yowe neju,Duza gopo,27.911810405568517,#21D678,1631143961.243323,65.27161,1,Giant,65
49611,Dije xizo,Xuta bipa,17.09980958239891,#AA48DF,2344856701.1921167,23.31198,2,Red Dwarf,23
49613,Xahu sope,Cozo hita,14.368310128167765,#4D54E4,2502055540.885343,90.24409,7,Supergiant,90
49615,Qagi pume,Lime bozu,47.95861769741414,#2767D3,12157713431.73827,5.5589566,9,White Dwarf,5
49623,Reha ruqa,Gake kobi,49.10379186443809,#BAFDBC,5086691692.413728,47.76836,18,Red Dwarf,47
49633,Qopi xova,Gone niki,18.9727173614409,#AD5A57,6226587067.489887,99.62458,14,White Dwarf,99
49635,Zeje siqo,Vebi wowe,13.359783025343978,#EC901C,5025254161.630872,44.255775,9,Main Sequence,44
49639,Witu lemo,Wube giwu,16.581383031132244,#D2974C,9738625888.937168,68.31874,9,White Dwarf,68
49647,Mimo bafe,Febo qifa,11.920920597079276,#6145D4,6984944330.565861,93.49591,2,Giant,93
49648,Waho geku,Goqa xece,47.76442977804066,#D37B03,6933570023.710455,80.892586,0,Giant,80
49650,Biyi tumu,Vora lezu,8.071835454955355,#90F339,10246083225.77845,63.266026,18,Giant,63
49656,Juto como,Xoge niko,39.147936649059105,#9EDF1B,1778366877.9089806,82.81928,12,White Dwarf,82
49668,Zaja lodi,Deka jesa,31.854624141947344,#AC9F1D,10427900189.105146,51.092815,15,Giant,51
49683,Xetu maxa,Ziqu guho,28.752321899042943,#11B569,3188038002.6875944,75.1358,14,Neutron,75
49686,Xaki ruwu,Sose boxe,35.0424790661475,#EF6890,9284298659.338226,67.13889,1,White Dwarf,67
49693,Curu wero,Leyi luga,1.3210500527836586,#77FF8F,3075668714.399687,21.926401,16,Main Sequence,21
49694,Ruqi tege,Copa nobi,11.985306795236998,#E2F44D,10144927638.216831,34.517014,17,Supergiant,34
49698,Vuya maca,Qaqo weru,32.61460823792743,#B780E0,3126893209.8170624,96.654495,7,Giant,96
49709,Tawi yali,Mumi noro,12.341548886120462,#948EB9,10239649625.950583,95.96791,0,Main Sequence,95
49710,Duba folu,Qolo doma,10.2822606911901,#49EDB0,6382585830.338569,7.857635,3,Supergiant,7
49715,Mozu sezo,Giya veda,2.834935670013074,#A28D25,643711629.4945492,49.087463,12,Giant,49
49717,Nimo wepo,Cusa yira,35.21620188508267,#0D6BA9,29715991.378759135,0.903742,18,Red Dwarf,0
49720,Pasi cusu,Jogu kesa,1.3178892507476032,#3045B1,9293010667.629871,59.341537,3,Giant,59
49721,Nacu toxo,Faqa yoda,45.39885944436569,#5AAE48,10937416523.767326,88.85937,5,Red Dwarf,88
49723,Wemu voyi,Kopa roxe,5.4780837963282885,#DE2FDD,8966054200.38054,55.881348,8,Red Dwarf,55
49724,Vefa zowa,Gole none,7.502176036282786,#5184BA,1159403491.6079175,41.179043,8,Neutron,41
49731,Rete zoro,Xowi pudo,38.621676925094846,#C13BBD,3491037099.686817,66.279274,19,Main Sequence,66
49735,Gapa loko,Qeza tizi,12.303670675841879,#60DC2A,122997617.56391028,16.931654,15,Supergiant,16
49744,Tofu cadu,Cohi beso,43.46657295993649,#BDA2E4,12464477977.575443,83.506485,6,Neutron,83
49745,Kaxu puca,Yuna yexo,10.63401791069373,#62BD3C,10364225187.31644,13.196312,19,Neutron,13
49753,Seso tuna,Vupa cuwu,9.486823715931287,#B39BD5,5999537496.658977,62.764175,9,Giant,62
49757,Hori tipu,Qene lisi,37.09206232601897,#F3BB12,3316676513.60647,19.686066,8,White Dwarf,19
49759,Nodo hoza,Noyo zevi,34.69310705798616,#DC046E,12236707272.546246,83.78817,3,Main Sequence,83
49764,Pixe wexa,Naqa cube,36.86086142046219,#9AE2C0,5180588597.3575325,80.93128,9,Giant,80
49766,Foni zuma,Hihu fuso,21.208956646374126,#958B4C,7963526242.079486,33.861618,7,Neutron,33
49767,Jeja muce,Fose nihu,39.29387223434651,#3FEBDD,237652399.0148649,43.405308,8,Supergiant,43
49769,Rudi qeme,Bafa wete,39.83314341076165,#D5C0F9,9823651960.833187,87.11839,6,Main Sequence,87
49774,Geru nepi,Fiji foco,2.468143464790739,#0A691D,7231017605.908732,21.29533,4,Red Dwarf,21
49777,Curi gece,Voce xibe,34.62137166177398,#AD657A,11412750656.7151,54.63506,8,Supergiant,54
49778,Wana naxu,Zopo kugo,33.68715247376537,#C4384A,9296771362.585276,54.80599,3,Giant,54
49790,Guli zixo,Wuso riqa,28.33511700550293,#BF371F,10088147161.392529,75.506775,6,White Dwarf,75
49791,June totu,Hure legi,44.340327026614375,#32F6F2,5839084615.23939,86.67817,1,White Dwarf,86
49792,Jiyo sini,Bupa gewu,28.85359577267115,#896361,4056923848.1942964,80.077835,11,White Dwarf,80
49794,Laga fera,Zuqo neyo,7.159203665193209,#D0BFF3,6252484520.489307,5.656212,10,Neutron,5
49797,Late jeqo,Qoto yape,28.582926207061554,#5017DA,3740188976.5662427,38.38869,16,Supergiant,38
49800,Yote medu,Kemi boyu,14.54521374876891,#12940D,6953854146.873883,56.197994,15,Supergiant,56
49802,Jifu redi,Pabi rexe,41.34359799884681,#6E61CD,11729642394.785194,46.297268,12,Main Sequence,46
49804,Fixo rayu,Dupi cone,44.448196125850025,#0D4061,1937075217.9760075,55.032757,11,Main Sequence,55
49808,Kufe qezo,Tahi woni,45.988613616724024,#34584B,12407591828.707043,92.83935,19,Neutron,92
49809,Cori boqu,Musi feqo,32.343334285836605,#4F3494,6297431633.004137,92.25359,16,White Dwarf,92
49810,Ralo cuwo,Jije ruku,32.67246335548969,#9CEE9B,11386598205.625118,49.387783,5,Red Dwarf,49
49812,Xeve qepu,Hili wuho,23.966817704136687,#142672,7150144430.001504,2.6880438,11,Neutron,2
49813,Hazu yaqu,Naye nodo,41.42350616001422,#CE9C22,10141503714.945946,60.95679,13,White Dwarf,60
49820,Bomi tago,Jope gevu,38.24350927308028,#AB37D8,7830431059.163863,45.142174,16,Supergiant,45
49835,Fiyu piku,Rahu zive,39.76570134698815,#722796,9497500354.48169,0.2866215,12,Main Sequence,0
49838,Hemi wona,Domi jaxu,46.73053883368173,#B1E62A,2546483641.7146063,56.20848,13,Giant,56
49845,Yexe hozi,Rovo tuhi,47.562650740965545,#F605FC,5844948082.782069,89.565735,6,Giant,89
49848,Qidu cama,Supi miqe,26.965910147106175,#1F14A8,5169898314.837347,19.94303,5,Red Dwarf,19
49849,Nano rana,Mica wuwa,48.3588570155425,#5F0A69,5754681788.705223,60.382416,4,Main Sequence,60
49852,Pate huha,Jiga kozu,37.9220802448208,#093D0E,9810483462.790867,88.74403,2,Red Dwarf,88
49858,Cixa kifi,Higa bemu,42.28148317812672,#1FC9E0,11969922128.204268,74.3439,2,Neutron,74
49859,Mawa lema,Suho biwi,39.90261186447622,#61571F,6314561167.487203,8.791828,19,White Dwarf,8
49864,Qodi foro,Raso silo,4.040977155842839,#E97B9D,8249717210.415264,31.888977,4,Red Dwarf,31
49866,Guzu lazu,Hefu maxi,7.373799209470239,#CD846F,6756688918.985986,81.132385,15,Giant,81
49873,Guwi jigo,Tucu jore,27.55648176350903,#F13D62,5592538555.92986,25.064243,8,Giant,25
49874,Vale voxe,Koji jude,33.31783180358126,#4C42F2,9590171422.866983,17.738562,11,Neutron,17
49887,Nofe ziko,Ceve tudi,10.068235913238341,#2B270F,2364699885.259882,91.2297,5,Supergiant,91
49888,Teri yule,Bebo kose,6.651937349436027,#ACDE7C,7212265539.442045,86.082016,8,Red Dwarf,86
49898,Xebe ruza,Vaye dohi,2.184386732110504,#7C0F1E,5320615026.881088,29.436092,19,Main Sequence,29
49902,Tuke qipo,Qiga rina,39.136168409589516,#3913B3,2609217295.9706564,24.789696,19,Red Dwarf,24
49908,Tugi goze,Wake sura,24.53817341511864,#61BC5E,11467325333.097977,18.084398,0,Red Dwarf,18
49912,Goho zofa,Fike baju,26.149164153103765,#B7EE27,6051332179.052452,78.64835,2,Main Sequence,78
49924,Kige sumi,Yafu kalo,7.2123071569864585,#C53FEE,6838527825.383101,14.514901,15,Neutron,14
49932,Pigi jawi,Fuwi dive,33.43052792866636,#C5CF94,7842039307.475116,65.27938,0,Red Dwarf,65
49938,Veso vihu,Woke xane,31.564920848358184,#E044F6,4646979290.574728,26.27931,7,Neutron,26
49941,Quzi veco,Bilu xoli,13.32713028898546,#D32A67,7900197540.448471,87.90011,6,Giant,87
49945,Xuhu hibu,Xuqo dicu,20.57967319929701,#591BA9,140441258.4683158,14.247168,18,Supergiant,14
49952,Bexi vuke,Pamu qixu,17.63523934029105,#6B4ABB,5678748091.012926,97.88692,3,White Dwarf,97
49958,Cewo yiwa,Cexe tope,33.92671077661068,#3B9518,7551627067.466334,9.016573,4,Neutron,9
49959,Rowe wega,Nugu gena,3.042659954716822,#FC47FA,4948606837.137941,85.4266,13,Neutron,85
49967,Quxi zoco,Fodu tulu,30.371179185208423,#254E56,11174988508.634369,10.627685,2,Main Sequence,10
49972,Vugo zeti,Helo kuse,4.517079217937496,#0FB75A,2141572229.738122,32.961094,16,Neutron,32
49983,Tucu coma,Wiwu saka,18.309717240990437,#40A850,9641975808.735842,52.30494,16,White Dwarf,52
49986,Habu jici,Wika qudu,21.17019523308645,#C0B9C9,7701992334.941177,69.82377,12,Red Dwarf,69
49990,Yote faja,Hoyu cawu,3.021174251383382,#749844,6119733663.1294,42.115818,19,White Dwarf,42
49992,Qiqo vowo,Yuli wera,35.286430713687636,#96963D,4024505045.7205677,22.918482,2,Neutron,22
49995,Hoji cete,Guse kole,3.2483385718949656,#4701DA,3825226779.2126613,33.277794,7,Giant,33
50003,Zeye pure,Joye suka,7.033409661537192,#1C51A6,6150718650.317406,2.450236,6,Red Dwarf,2
50011,Venu quwi,Fuqo cujo,35.565966040535784,#AD05B8,10610539789.570778,58.250164,16,Neutron,58
50013,Qage xiho,Maso dese,2.7577294448219445,#42B35D,1626668177.2726943,88.81067,17,Giant,88
50015,Qivo wete,Juja feka,25.731931549491648,#3C7F59,12980068183.198397,80.20813,0,White Dwarf,80
50018,Vebo jaru,Xogu pive,48.21070062968106,#491AF2,10222824768.745588,2.0878282,9,Main Sequence,2
50023,Kopi xecu,Kawe nova,47.04442598899024,#3703FC,2223406395.0257487,8.823499,9,White Dwarf,8
50024,Foro bato,Vego xaxi,5.105365434365111,#B3DDD3,7769616822.303587,95.793495,17,Neutron,95
50036,Rajo taqe,Lira wafo,30.87988133424752,#96E196,11280153225.431112,37.338234,2,Red Dwarf,37
50040,Muyo weco,Doha luve,41.914431339400366,#677151,118301667.29889774,56.531345,3,Main Sequence,56
50042,Dube wihi,Tuyi nege,38.49922814901211,#4E2C46,436351133.7842809,11.832193,12,Giant,11
50047,Fulu talo,Qoci hoku,15.75316648741879,#E66200,9564398669.363667,10.809323,6,Main Sequence,10
50052,Zowu xeyu,Tasi qigi,13.121808161108842,#F15C21,4693896875.788188,98.692215,1,White Dwarf,98
50054,Ledu qalu,Zipi vifa,21.178415267023155,#E03435,2901815084.430895,26.945845,1,Giant,26
50056,Vuya yimi,Fada fusi,35.3363134440838,#90BEDC,752995839.6065512,19.901966,15,Main Sequence,19
50057,Gofa kate,Mige tahe,15.779606733728293,#C3EB81,11398025569.669949,13.18566,13,Supergiant,13
50064,Coqo meke,Nowa sudu,32.833695266875914,#8E4A42,12445488776.186213,16.30219,13,Red Dwarf,16
50070,Fiha paro,Dico cano,31.41633952126664,#58AF12,5021021272.513635,67.328415,2,Neutron,67
50071,Laku nidi,Siji qote,40.41240788577925,#A6EC8B,9867500676.106596,65.22323,1,Giant,65
50073,Jiwu wuso,Xomi suga,15.792106997579978,#12C2CA,4231498115.412786,84.013756,0,White Dwarf,84
50076,Wuze cuqa,Dopo nosu,30.400066073951884,#32BA7E,8038127099.683851,54.518448,11,Supergiant,54
50081,Mebi tebu,Tomo bayi,25.827889410559223,#CA72CB,4018107320.292907,24.963488,9,Main Sequence,24
50082,Tura bowe,Qoje zodu,32.56743943709216,#167A0E,8251747459.507358,66.379974,10,White Dwarf,66
50095,Mopa fiwa,Nufe kava,31.565900369036083,#5A34F9,3587093031.092407,53.922188,2,Supergiant,53
50099,Kuyi kiga,Kayo fuce,14.263848976135197,#6986C8,2300255401.850717,92.80089,3,Red Dwarf,92
50101,Fozu juli,Maqo nige,1.9449148203814894,#4F7BCC,5400873590.237659,51.516315,4,Supergiant,51
50103,Zewa gopa,Zoxo kaga,19.321020296407482,#95906A,6617862365.355744,76.339836,1,White Dwarf,76
50112,Rihi kibu,Zowu teyo,48.508594058163744,#CF0BD7,8209509753.252962,37.173435,4,Main Sequence,37
50116,Sini nozu,Baji kexa,11.250344392569774,#329356,524441897.64442235,72.93561,11,Neutron,72
50119,Cuwu yoku,Laqu zufi,10.756923126717144,#EC5B85,10419663333.737629,60.93547,2,Red Dwarf,60
50120,Peqa cifo,Rutu gizo,40.95732658622995,#4E7E45,9723241552.376663,66.455154,11,Red Dwarf,66
50133,Xiba jeta,Poku ruca,5.699626498435004,#3C50AE,3398073980.1175184,41.981636,4,Red Dwarf,41
50135,Zico vemu,Juyi bidi,19.29638421978431,#37EA9D,460028421.19570035,21.17478,6,Neutron,21
50138,Keni deri,Juse luyu,13.500808593237723,#3B2AF2,10875300671.469156,49.742683,6,Red Dwarf,49
50143,Waxe bota,Figi mide,3.164445006543992,#18144B,10097207258.421957,69.99921,14,Neutron,69
50145,Pajo hade,Qoha fiji,32.8352513635634,#732731,7811007819.31503,43.523964,5,Giant,43
50148,Zabo kowu,Xezo kimi,24.410444318508908,#450452,2371041170.5555882,18.945135,10,White Dwarf,18
50152,Rela kura,Veqo bige,25.716506355964807,#8CCC17,9029806840.546757,43.912693,7,Red Dwarf,43
50157,Woba miji,Kega jama,20.124146144225644,#A46F1D,9216415439.658606,67.24626,14,Supergiant,67
50163,Duca kere,Qeso kuwa,3.988309775636442,#7B2B03,8986187400.294125,22.232086,4,Supergiant,22
50167,Zelo gequ,Sube kuru,14.680389669204306,#5C685C,12725346152.443207,74.64276,4,Giant,74
50169,Noho cesi,Jepi pipo,23.287457162485868,#8C9E2A,12722554120.352404,30.69777,11,Giant,30
50174,Veva gelo,Cixe pali,34.51516109007688,#FC643F,483245075.30855906,12.628993,13,Supergiant,12
50177,Supu wapo,Cujo riri,10.426895491454099,#413940,2004869556.3148232,82.76682,15,Neutron,82
50182,Buna caqe,Fuko bedu,40.80109556924304,#7343AC,10379883918.50344,44.13877,0,Red Dwarf,44
50197,Keti boli,Havo fiye,21.00464285026528,#20CEA7,11676696170.839436,35.122078,9,White Dwarf,35
50199,Wequ pazu,Baxe xito,31.55938353187127,#EF3F2A,4988696937.83852,13.86129,15,Red Dwarf,13
50201,Dara nutu,Cuzu dibo,12.866417831945471,#BD8069,3668558184.465721,7.030724,0,Supergiant,7
50217,Waye joju,Xame luzi,21.008772815726545,#91DA3E,675178179.6687126,30.433222,9,Main Sequence,30
50218,Qiji hafi,Pima juja,22.49128577173617,#67070B,8693984348.86863,33.16833,3,Main Sequence,33
50221,Zoqa vace,Pefa vafu,15.076194660004742,#4FEEF1,1199042671.1591692,57.977722,15,Main Sequence,57
50226,Vika geto,Zici gapo,25.312954820004045,#FC3387,9685903348.308414,62.60479,16,Main Sequence,62
50230,Doro mucu,Fure zuma,26.440058369452302,#E98FE2,2095718433.5566857,18.874247,7,Neutron,18
50232,Seve rasa,Lubu vihe,15.194150003623815,#E4FA13,6101958748.905677,34.11035,9,Main Sequence,34
50235,Yidi gogo,Quci feyo,35.927242190218834,#1D2A75,7286029908.121972,65.34808,0,Red Dwarf,65
50238,Deba toce,Zane cuje,8.170077368573658,#06B718,2616549671.408895,46.48824,1,Giant,46
50239,Jufu fihe,Tipi pema,0.6118138683746441,#EF1C8D,10367852649.313354,34.903168,18,Supergiant,34
50241,Yelo kogo,Higi lemo,47.27326870624203,#AD300E,3920129530.6441417,18.097605,3,Red Dwarf,18
50243,Rifu zela,Doxi vuto,0.9790840828569551,#0E7228,5722732427.450774,75.38318,10,Giant,75
50244,Masu lore,Zemu hiqe,25.938658635280767,#802456,10575621013.666271,96.803795,10,Red Dwarf,96
50246,Nudi zaqa,Jezi seha,0.6379518293786526,#9B7549,6770675657.361456,77.90814,4,White Dwarf,77
50249,Hofa niti,Viza raju,49.4811809670328,#427551,5826018089.685495,10.2998085,8,Giant,10
50252,Niku poja,Topo duji,13.415850280893936,#74B212,6714679233.910352,41.247364,4,Neutron,41
50253,Tone tepu,Sele mijo,19.555726503787294,#0D1476,11948686697.232635,95.90164,6,Main Sequence,95
50263,Relu fuyo,Tefa piru,45.13504687254749,#93FDD7,5132079161.358381,70.64728,5,Neutron,70
50264,Coqe havi,Qoxi baku,0.5245969236965649,#8708B6,7173081866.70008,17.424192,0,Supergiant,17
50265,Fefo hofa,Joni punu,19.259284250633655,#A33447,8809400095.131662,65.65459,13,Supergiant,65
50275,Bihi hoke,Yowo guge,4.6803100871009455,#49707C,12809107201.32088,37.74648,15,Neutron,37
50284,Raje qure,Buki mito,3.3209848249591114,#22B5E0,10859566938.694664,19.615986,9,White Dwarf,19
50291,Sevi gape,Fife fabi,33.211779685340076,#52B824,4154336033.597621,15.935114,9,Neutron,15
50294,Huce dezi,Qidi xaja,33.14667134027827,#AC44D2,11534671764.044973,98.57248,10,Giant,98
50296,Sago luje,Noha duqo,9.89858777828927,#29BEBE,7513568221.290061,22.490372,15,Main Sequence,22
50297,Javo yubi,Vedi hacu,16.75816076948881,#A215FA,4804628349.113784,86.481995,11,Main Sequence,86
50299,Piji kine,Towa luge,32.21465555936156,#947801,1087618847.9497848,58.247337,5,Giant,58
50301,Qayi muwa,Wuci zobu,32.345443704581264,#35EFCB,6861718101.337881,62.14064,14,Giant,62
50305,Yixa gabu,Zira tawo,1.5346492109919252,#C538FA,3690125366.353867,62.951298,9,Red Dwarf,62
50307,Caqe qaya,Dela geri,15.635062883410233,#640ADC,10978632695.621109,88.4964,7,Main Sequence,88
50308,Foca nene,Kupo tibe,20.732089645080542,#FC90B7,1826175489.0616152,5.7378907,8,Red Dwarf,5
50310,Qupi boxi,Joli ketu,42.12842394509057,#BE967A,2363741190.018178,0.42422673,0,Main Sequence,0
50312,Jisa zequ,Wosu cuho,45.790414214101204,#4CCF5C,571878798.613479,85.573204,5,Giant,85
50323,Guxe joge,Ruda heve,23.42495404875292,#3B0725,3176119278.891246,3.5064278,9,White Dwarf,3
50325,Tono nodo,Tuxe yora,12.492041254396579,#231776,1801171470.6852818,60.28889,17,Giant,60
50327,Fove towe,Xolu lalo,24.49336250865547,#07E87A,3404341539.5157423,93.59944,8,Neutron,93
50330,Zamo ridi,Nalu vito,21.616168776252994,#5A3668,67939500.11783136,65.48039,11,Supergiant,65
50332,Rugi caha,Yene yotu,40.80273302778764,#EF87AF,5309746532.337848,71.088615,9,Supergiant,71
50333,Dexu dase,Xeho gosu,21.317149422752177,#1DBC37,10782720582.020205,65.25372,12,Supergiant,65
50338,Pifa puli,Nequ jaqu,18.13293797069788,#A4B48A,435240711.5229869,60.020493,8,Red Dwarf,60
50343,Vubu tede,Nayi diho,21.366213143131112,#B741AD,8833286371.229465,43.787067,12,Red Dwarf,43
50346,Quxi suki,Jeke foke,33.54322901730528,#136184,8082175119.259344,7.257848,2,Supergiant,7
50347,Cosu pave,Taye pija,37.46654361990658,#7140BD,10891770356.209415,35.769257,4,Giant,35
50349,Pona didi,Xifo xuli,23.91791182516797,#5B0CAA,3706181643.6380177,68.85015,7,Red Dwarf,68
50352,Catu weko,Wuke dasu,45.76878674235235,#91C744,7862383935.816894,55.46632,18,Supergiant,55
50353,Heho wewi,Faru dewu,40.88116881982963,#3BBF2D,9830113967.723381,95.384415,0,Supergiant,95
50359,Wela juvi,Seje dewu,17.832362967100263,#A03B08,572526338.5384307,77.71665,5,Main Sequence,77
50361,Qaye xafu,Boga diki,15.110915732145461,#3D3F6E,12190971368.62114,8.760303,9,White Dwarf,8
50362,Voko cari,Cuse curi,24.0717215731969,#9321B6,2194830021.616496,45.103573,1,Giant,45
50363,Tuxa nabu,Pozu yafe,42.372966911007296,#D5B26C,3247289381.105474,63.61155,7,Neutron,63
50371,Neqe nole,Gogi jima,38.76863757679483,#C75847,9024667706.484282,57.80746,14,Giant,57
50372,Muwu seru,Paje pevo,42.00705553027976,#5F5495,5034220987.828542,75.69407,4,White Dwarf,75
50374,Wise qato,Qibe doti,40.928125703853844,#29FC0E,1307435020.7933047,38.469494,18,White Dwarf,38
50382,Fece napi,Numi seni,41.23398749402588,#19523B,6570666270.512685,7.9039607,5,White Dwarf,7
50387,Kava ceva,Fapi paja,39.791722689609436,#4CA4B7,3080469041.6155944,74.56112,18,White Dwarf,74
50388,Voro beza,Raxa keli,16.402544079384867,#D04D5A,4311900186.023368,22.87111,15,White Dwarf,22
50393,Hezu zefu,Kize lako,21.401432131313076,#4057CA,1588333858.821699,53.91764,9,Red Dwarf,53
50400,Teqi ruyo,Qoya sipu,38.22556804720133,#4ECCDC,738428582.3665391,43.81969,0,Neutron,43
50401,Lenu subi,Curi luku,22.11170637937205,#6BBB45,11686617641.372938,62.22508,5,Neutron,62
50404,Mobu xufi,Have vogo,20.311021886056658,#D1EAF3,3612569282.6931777,51.334694,2,Supergiant,51
50409,Xeze faxa,Suho kudu,46.57411962867267,#9F2FB4,9211092474.23746,61.700912,3,Supergiant,61
50410,Fawi niti,Migi hado,8.636157819513976,#D8BAFB,12833352492.235329,25.166388,3,Giant,25
